Feature,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,p7.8/t7.8,p10.7/t10.7,p14/t14,p17/8/t17.9,p22/t22,p26.8/t26.8,p32.2/t32.2,p38.4/t38/4,p45.5/t45.4,p53.3/t53/3,p62.2/t62.2,p72.3/t72.3,min p/t,max p/t,range p/t,max p/t / min p/t,,,buds
YTA12,YMR089C,24.51,25.14,25.99,26.84,28.60,28.17,27.35,26.93,26.11,25.04,23.59,21.59,9.77,9.97,10.39,11.12,12.48,14.05,14.18,14.04,13.82,14.15,15.03,16.83,0.40,0.40,0.40,0.41,0.44,0.50,0.52,0.52,0.53,0.57,0.64,0.78,0.40,0.78,0.38,1.96,,,20.54
PDX1,YGR193C,52.75,51.69,50.90,50.12,50.91,49.07,47.03,45.01,43.25,41.21,38.69,34.88,178.31,176.82,173.07,166.96,158.29,131.18,114.95,104.78,116.83,113.35,99.59,65.81,3.38,3.42,3.40,3.33,3.11,2.67,2.44,2.33,2.70,2.75,2.57,1.89,1.89,3.42,1.53,1.81,,,20.52
STE4,YOR212W,95.17,92.82,89.75,86.14,80.79,76.94,74.70,76.64,78.17,77.95,77.12,74.76,0.84,0.88,0.94,1.01,1.07,1.23,1.59,1.99,2.31,2.23,1.94,1.40,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.03,0.02,3.36,,,20.40
RSN1,YMR266W,79.16,78.79,78.28,77.64,76.56,75.87,75.05,73.51,73.18,74.55,77.80,83.79,17.64,17.61,17.56,17.47,17.24,17.21,17.06,16.69,15.86,15.53,15.43,15.74,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.20,0.19,0.19,0.23,0.04,1.21,,,20.40
RSC2,YLR357W,27.22,27.15,26.96,26.61,26.06,25.05,24.07,23.66,23.97,23.72,23.19,21.98,3.80,3.78,3.76,3.73,3.70,3.57,3.58,3.50,3.17,2.98,2.99,3.37,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.15,0.13,0.15,0.03,1.22,,,20.40
MTD1,YKR080W,501.12,495.46,488.35,480.44,468.00,463.33,459.91,458.56,441.89,427.47,413.96,406.27,347.45,338.12,325.06,304.92,271.32,250.88,239.48,233.32,226.03,208.63,194.89,189.39,0.69,0.68,0.67,0.63,0.58,0.54,0.52,0.51,0.51,0.49,0.47,0.47,0.47,0.69,0.23,1.49,,,20.20
SNL1,YIL016W,100.84,100.67,99.81,98.08,94.64,90.13,85.51,82.20,80.43,80.12,82.31,88.14,42.63,43.40,43.78,43.65,42.26,40.00,37.55,35.07,33.97,33.38,33.65,35.07,0.42,0.43,0.44,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.41,0.40,0.40,0.45,0.05,1.12,,,20.20
MTC1,YJL123C,75.75,74.48,73.54,72.70,73.13,72.02,70.33,67.66,62.10,59.69,59.29,62.56,214.85,206.83,196.26,181.14,159.28,138.20,123.69,112.64,105.37,97.94,88.52,73.36,2.84,2.78,2.67,2.49,2.18,1.92,1.76,1.66,1.70,1.64,1.49,1.17,1.17,2.84,1.66,2.42,,,20.20
DFM1,YDR411C,43.83,43.94,44.31,44.87,46.40,46.61,47.32,50.71,50.52,50.37,50.10,50.23,10.68,10.81,10.90,10.96,10.93,10.56,10.03,9.45,9.39,10.30,10.66,9.70,0.24,0.25,0.25,0.24,0.24,0.23,0.21,0.19,0.19,0.20,0.21,0.19,0.19,0.25,0.06,1.32,,,20.20
PRE9,YGR135W,196.14,192.96,190.79,189.84,192.44,195.68,196.19,185.66,176.22,180.67,196.64,231.81,237.11,239.89,240.68,239.33,231.34,218.76,216.00,212.84,205.42,197.04,200.22,224.91,1.21,1.24,1.26,1.26,1.20,1.12,1.10,1.15,1.17,1.09,1.02,0.97,0.97,1.26,0.29,1.30,,,20.10
BMH1,YER177W,1159.47,1132.09,1102.67,1072.52,1034.72,1015.36,1012.04,1056.32,1006.01,965.37,924.14,896.11,1071.72,979.27,865.40,708.93,486.12,366.89,330.26,338.12,380.05,329.49,241.75,102.85,0.92,0.87,0.78,0.66,0.47,0.36,0.33,0.32,0.38,0.34,0.26,0.11,0.11,0.92,0.81,8.05,,,20.10
PUB1,YNL016W,148.43,146.38,143.89,141.52,137.65,137.73,138.17,139.29,134.58,129.19,122.00,113.54,217.55,216.89,212.58,203.56,184.24,156.24,145.65,144.61,168.12,168.33,152.67,109.62,1.47,1.48,1.48,1.44,1.34,1.13,1.05,1.04,1.25,1.30,1.25,0.97,0.97,1.48,0.52,1.53,,,20.08
TEF4,YKL081W,902.42,894.27,881.80,868.27,839.37,838.07,841.22,850.27,846.47,816.91,760.06,663.31,1704.05,1723.02,1748.40,1788.31,1858.50,1866.97,1878.94,1871.30,1839.76,1858.60,1885.17,1914.76,1.89,1.93,1.98,2.06,2.21,2.23,2.23,2.20,2.17,2.28,2.48,2.89,1.89,2.89,1.00,1.53,,,20.00
GPD2,YOL059W,372.91,362.89,348.63,331.82,301.30,288.71,281.53,282.50,283.01,290.38,308.19,341.85,256.70,260.91,265.24,270.01,274.05,279.41,281.39,282.73,282.73,280.62,287.39,311.91,0.69,0.72,0.76,0.81,0.91,0.97,1.00,1.00,1.00,0.97,0.93,0.91,0.69,1.00,0.31,1.45,,,20.00
PAA1,YDR071C,219.90,217.28,214.38,210.81,207.97,201.94,194.21,182.71,171.05,167.37,171.78,189.77,333.84,300.76,259.32,199.40,105.81,70.03,78.61,121.28,197.56,226.03,219.48,153.52,1.52,1.38,1.21,0.95,0.51,0.35,0.40,0.66,1.15,1.35,1.28,0.81,0.35,1.52,1.17,4.38,,,20.00
MCT1,YOR221C,34.14,32.52,30.12,26.90,22.01,16.53,12.56,14.78,14.71,12.24,8.62,2.93,7.57,7.56,7.58,7.65,7.66,8.59,8.87,8.98,8.63,8.08,7.68,7.81,0.22,0.23,0.25,0.28,0.35,0.52,0.71,0.61,0.59,0.66,0.89,2.67,0.22,2.67,2.44,12.01,,,20.00
BAR1,YIL015W,65.29,63.02,60.13,56.94,51.52,49.41,48.96,53.64,49.37,46.31,43.91,44.21,18.74,19.06,19.38,19.95,21.32,19.80,15.36,9.86,6.12,5.18,6.30,10.10,0.29,0.30,0.32,0.35,0.41,0.40,0.31,0.18,0.12,0.11,0.14,0.23,0.11,0.41,0.30,3.70,,,20.00
APL4,YPR029C,24.50,24.48,24.70,25.18,26.44,27.30,28.64,31.88,32.59,30.86,26.36,17.78,8.05,8.05,8.19,8.53,9.30,10.14,10.99,12.12,13.71,13.53,11.76,7.57,0.33,0.33,0.33,0.34,0.35,0.37,0.38,0.38,0.42,0.44,0.45,0.43,0.33,0.45,0.12,1.36,,,20.00
YDL144C,YDL144C,33.22,32.76,32.46,32.24,32.90,32.39,31.55,29.86,29.21,29.58,30.99,33.83,9.77,10.15,10.61,11.23,12.04,12.60,13.23,13.73,14.16,14.26,13.53,11.48,0.29,0.31,0.33,0.35,0.37,0.39,0.42,0.46,0.48,0.48,0.44,0.34,0.29,0.48,0.19,1.65,,,20.00
BNI4,YNL233W,11.21,11.44,11.68,11.94,12.22,12.53,12.71,12.57,12.80,12.71,12.30,11.38,8.52,8.16,7.84,7.47,6.95,7.97,8.72,9.46,9.19,8.68,7.72,6.28,0.76,0.71,0.67,0.63,0.57,0.64,0.69,0.75,0.72,0.68,0.63,0.55,0.55,0.76,0.21,1.38,,,20.00
EHT1,YBR177C,172.91,174.09,176.64,179.54,187.79,187.33,185.51,185.00,171.55,158.20,142.89,127.89,150.76,151.55,152.46,153.33,152.41,160.74,164.63,163.99,151.19,141.19,138.27,151.09,0.87,0.87,0.86,0.85,0.81,0.86,0.89,0.89,0.88,0.89,0.97,1.18,0.81,1.18,0.37,1.46,,,19.87
VTC3,YPL019C,100.07,99.14,98.00,97.27,95.71,98.31,100.90,101.64,101.79,98.28,90.57,76.95,61.44,61.74,62.13,62.66,63.21,64.66,65.62,65.94,64.64,63.42,62.86,63.94,0.61,0.62,0.63,0.64,0.66,0.66,0.65,0.65,0.64,0.65,0.69,0.83,0.61,0.83,0.22,1.35,,,19.80
DUN1,YDL101C,9.42,9.60,9.93,10.39,11.33,11.92,12.26,11.82,11.74,11.47,10.84,9.61,1.60,1.64,1.67,1.73,1.82,1.84,1.77,1.60,1.27,1.36,1.81,2.82,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.11,0.12,0.17,0.29,0.11,0.29,0.19,2.72,,,19.75
ELO1,YJL196C,84.95,80.56,76.00,71.20,66.73,62.76,60.05,57.27,56.88,66.95,88.93,128.73,8.15,8.36,8.66,9.15,10.06,10.26,10.27,10.15,10.27,10.73,10.78,9.96,0.10,0.10,0.11,0.13,0.15,0.16,0.17,0.18,0.18,0.16,0.12,0.08,0.08,0.18,0.10,2.33,,,19.60
LYS1,YIR034C,383.83,384.10,384.99,386.25,388.96,390.20,391.44,393.65,391.30,390.52,389.95,390.30,1139.94,1152.41,1169.53,1193.35,1223.74,1274.80,1306.37,1318.28,1273.29,1279.24,1327.22,1450.38,2.97,3.00,3.04,3.09,3.15,3.27,3.34,3.35,3.25,3.28,3.40,3.72,2.97,3.72,0.75,1.25,,,19.60
MGR1,YCL044C,16.27,16.32,16.60,17.14,18.32,19.58,20.97,22.39,23.01,23.60,24.02,24.38,6.76,7.09,7.44,7.91,8.58,8.71,8.22,7.53,7.68,7.80,7.68,7.15,0.42,0.43,0.45,0.46,0.47,0.44,0.39,0.34,0.33,0.33,0.32,0.29,0.29,0.47,0.18,1.60,,,19.60
ARG4,YHR018C,1019.41,1014.74,1008.33,999.23,986.60,967.59,951.15,948.53,944.76,944.22,949.83,962.72,2449.14,2464.09,2483.27,2511.17,2553.28,2571.44,2625.41,2660.17,2613.02,2600.64,2636.49,2761.49,2.40,2.43,2.46,2.51,2.59,2.66,2.76,2.80,2.77,2.75,2.78,2.87,2.40,2.87,0.47,1.19,,,19.49
CTP1,YBR291C,210.71,211.18,211.13,210.51,208.02,205.82,204.40,206.32,207.70,208.81,210.38,212.41,46.18,46.64,47.66,49.26,51.23,57.98,63.81,67.78,63.46,58.72,53.99,51.40,0.22,0.22,0.23,0.23,0.25,0.28,0.31,0.33,0.31,0.28,0.26,0.24,0.22,0.33,0.11,1.50,,,19.47
RHO5,YNL180C,103.86,102.59,100.78,96.74,95.04,78.23,59.83,42.82,41.87,44.02,53.66,70.22,51.01,50.91,50.85,50.83,50.94,50.96,52.68,54.79,56.93,57.17,54.79,48.14,0.49,0.50,0.50,0.53,0.54,0.65,0.88,1.28,1.36,1.30,1.02,0.69,0.49,1.36,0.87,2.77,,,19.40
ARO7,YPR060C,74.27,74.18,73.46,72.37,69.32,68.04,68.75,74.54,83.69,83.79,76.47,55.62,80.84,81.47,82.74,85.03,89.79,94.32,93.15,88.83,80.69,75.80,77.74,92.04,1.09,1.10,1.13,1.17,1.30,1.39,1.35,1.19,0.96,0.90,1.02,1.65,0.90,1.65,0.75,1.83,,,19.40
CBR1,YIL043C,213.44,215.08,217.29,219.61,224.03,223.87,223.30,223.22,227.77,231.54,235.09,236.67,126.73,129.95,134.20,139.96,147.63,158.79,158.13,153.12,140.67,134.41,133.21,142.25,0.59,0.60,0.62,0.64,0.66,0.71,0.71,0.69,0.62,0.58,0.57,0.60,0.57,0.71,0.14,1.25,,,19.40
VAC8,YEL013W,42.93,41.62,40.37,39.16,38.38,37.34,36.84,38.52,35.19,32.31,29.30,26.92,96.28,101.91,108.52,117.04,127.04,136.46,144.24,147.96,141.15,135.79,131.35,130.97,2.24,2.45,2.69,2.99,3.31,3.65,3.92,3.84,4.01,4.20,4.48,4.87,2.24,4.87,2.62,2.17,,,19.40
RGD2,YFL047W,17.36,17.23,17.02,16.76,16.30,16.02,16.08,17.12,18.22,18.39,17.91,16.26,3.94,4.12,4.38,4.77,5.41,5.84,5.83,5.63,5.24,5.54,5.71,5.48,0.23,0.24,0.26,0.28,0.33,0.36,0.36,0.33,0.29,0.30,0.32,0.34,0.23,0.36,0.14,1.60,,,19.40
BEM4,YPL161C,12.89,12.70,12.46,12.23,11.96,11.75,11.52,11.56,10.35,9.41,8.61,8.42,2.60,2.60,2.64,2.73,2.95,3.12,3.15,3.19,3.27,3.61,4.06,4.65,0.20,0.20,0.21,0.22,0.25,0.27,0.27,0.28,0.32,0.38,0.47,0.55,0.20,0.55,0.35,2.74,,,19.34
HOC1,YJR075W,102.90,103.14,103.59,104.46,105.73,108.39,110.41,109.40,109.40,110.15,111.18,112.95,44.71,44.86,45.80,47.63,50.97,60.04,62.83,62.69,55.13,50.36,48.51,53.45,0.43,0.43,0.44,0.46,0.48,0.55,0.57,0.57,0.50,0.46,0.44,0.47,0.43,0.57,0.14,1.32,,,19.20
AKR1,YDR264C,61.90,62.53,63.33,64.20,65.70,65.85,65.58,65.79,63.40,61.24,58.88,57.05,37.44,37.51,37.10,36.06,33.07,30.96,29.47,28.27,27.68,25.51,24.22,25.02,0.60,0.60,0.59,0.56,0.50,0.47,0.45,0.43,0.44,0.42,0.41,0.44,0.41,0.60,0.19,1.47,,,19.05
YLR225C,YLR225C,52.24,49.80,46.45,42.42,36.60,31.84,29.48,32.78,41.41,40.40,32.25,10.29,19.91,20.50,21.21,22.27,24.02,23.85,23.45,22.63,22.04,23.28,25.11,27.39,0.38,0.41,0.46,0.53,0.66,0.75,0.80,0.69,0.53,0.58,0.78,2.66,0.38,2.66,2.28,6.98,,,19.00
HIS5,YIL116W,383.59,381.63,379.49,376.89,374.37,369.91,366.20,365.39,364.30,364.66,367.05,371.86,629.23,632.47,637.74,646.30,659.92,679.57,684.28,690.13,709.18,708.08,692.85,658.15,1.64,1.66,1.68,1.71,1.76,1.84,1.87,1.89,1.95,1.94,1.89,1.77,1.64,1.95,0.31,1.19,,,19.00
UME1,YPL139C,29.86,29.35,28.71,28.02,27.16,26.40,26.11,27.72,27.45,25.79,22.85,18.19,21.51,21.76,22.13,22.66,23.40,24.39,24.29,24.21,24.88,23.81,20.79,14.72,0.72,0.74,0.77,0.81,0.86,0.92,0.93,0.87,0.91,0.92,0.91,0.81,0.72,0.93,0.21,1.29,,,19.00
APL3,YBL037W,8.05,7.43,6.73,6.04,5.09,4.85,4.95,5.67,5.60,5.38,4.98,4.33,4.35,4.79,5.32,6.10,7.36,7.73,7.41,6.60,5.66,5.19,4.61,3.83,0.54,0.64,0.79,1.01,1.44,1.59,1.50,1.16,1.01,0.96,0.93,0.88,0.54,1.59,1.05,2.94,,,19.00
MKC7,YDR144C,24.32,24.28,24.19,24.09,23.73,23.73,24.09,25.60,26.16,26.31,26.14,25.62,10.41,10.42,10.42,10.40,10.28,10.48,10.58,10.62,10.36,10.46,10.70,11.15,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.41,0.40,0.40,0.41,0.44,0.40,0.44,0.05,1.11,,,19.00
UBP6,YFR010W,43.02,38.70,34.48,30.88,27.73,28.31,30.46,34.37,31.11,29.11,27.04,25.86,189.91,188.31,186.31,183.31,177.85,179.33,180.22,180.20,173.75,168.49,169.02,181.15,4.41,4.87,5.40,5.94,6.41,6.33,5.92,5.24,5.58,5.79,6.25,7.00,4.41,7.00,2.59,1.59,,,18.86
ATP11,YNL315C,61.95,61.76,61.35,60.80,59.76,59.44,58.31,53.91,53.59,53.77,54.81,56.77,18.49,18.49,18.17,17.44,15.79,13.22,12.80,13.28,15.71,14.73,12.01,6.59,0.30,0.30,0.30,0.29,0.26,0.22,0.22,0.25,0.29,0.27,0.22,0.12,0.12,0.30,0.18,2.58,,,18.81
YNL010W,YNL010W,260.21,263.02,266.09,268.59,272.73,269.65,265.27,260.47,263.53,265.44,267.72,268.63,286.45,272.17,254.69,232.81,210.71,165.50,145.83,148.28,211.42,216.36,176.30,56.32,1.10,1.03,0.96,0.87,0.77,0.61,0.55,0.57,0.80,0.82,0.66,0.21,0.21,1.10,0.89,5.25,,,18.80
YJR142W,YJR142W,36.18,35.67,35.16,34.49,34.14,32.42,31.29,32.86,32.05,30.66,28.86,26.56,3.82,3.99,4.19,4.46,4.85,5.05,5.11,5.11,5.11,4.99,4.85,4.72,0.11,0.11,0.12,0.13,0.14,0.16,0.16,0.16,0.16,0.16,0.17,0.18,0.11,0.18,0.07,1.68,,,18.80
APL2,YKL135C,33.50,32.87,32.14,31.35,30.33,29.64,29.04,28.61,27.64,27.21,27.24,28.02,31.67,31.92,32.34,32.97,33.85,35.61,37.24,38.31,37.27,36.09,34.66,33.38,0.95,0.97,1.01,1.05,1.12,1.20,1.28,1.34,1.35,1.33,1.27,1.19,0.95,1.35,0.40,1.43,,,18.80
KAP114,YGL241W,11.85,11.59,11.30,11.01,10.65,10.48,10.43,10.69,10.38,10.27,10.28,10.60,2.39,2.39,2.39,2.41,2.44,2.45,2.40,2.28,2.05,1.95,1.82,1.65,0.20,0.21,0.21,0.22,0.23,0.23,0.23,0.21,0.20,0.19,0.18,0.16,0.16,0.23,0.08,1.50,,,18.80
COQ9,YLR201C,37.22,35.06,32.57,29.60,25.90,22.35,18.76,13.75,10.67,12.53,19.50,33.75,0.50,0.47,0.46,0.46,0.47,0.65,1.08,1.66,2.30,2.49,2.22,1.24,0.01,0.01,0.01,0.02,0.02,0.03,0.06,0.12,0.22,0.20,0.11,0.04,0.01,0.22,0.20,16.06,,,18.73
HSP30,YCR021C,548.65,567.63,592.68,620.35,663.48,680.14,688.14,684.50,686.90,680.30,657.36,606.00,8.11,10.71,14.39,19.87,28.24,37.09,38.31,36.19,30.13,29.92,35.11,49.83,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.05,0.04,0.04,0.05,0.08,0.01,0.08,0.07,5.56,,,18.60
GLY1,YEL046C,207.90,208.53,208.62,209.74,207.54,217.00,226.65,230.62,241.26,246.01,244.94,234.56,152.79,152.98,153.14,153.51,154.70,153.66,149.86,144.41,138.68,138.21,144.95,163.34,0.73,0.73,0.73,0.73,0.75,0.71,0.66,0.63,0.57,0.56,0.59,0.70,0.56,0.75,0.18,1.33,,,18.60
ADO1,YJR105W,517.23,522.55,528.01,533.82,540.05,545.61,545.19,528.70,527.23,525.86,524.50,523.32,1489.40,1384.46,1269.69,1137.69,1023.44,881.54,679.76,473.45,357.42,292.86,262.12,257.90,2.88,2.65,2.40,2.13,1.90,1.62,1.25,0.90,0.68,0.56,0.50,0.49,0.49,2.88,2.39,5.84,,,18.60
MSC7,YHR039C,59.88,60.28,60.84,61.59,62.80,63.65,64.72,66.49,70.10,70.87,68.97,62.03,27.26,27.46,27.97,28.87,30.35,33.52,33.82,33.21,30.66,31.46,35.16,43.70,0.46,0.46,0.46,0.47,0.48,0.53,0.52,0.50,0.44,0.44,0.51,0.70,0.44,0.70,0.27,1.61,,,18.60
HUL5,YGL141W,12.11,12.27,12.57,13.05,13.99,14.79,15.57,16.72,16.08,15.34,14.23,13.07,0.26,0.24,0.23,0.23,0.21,0.42,0.65,0.89,1.03,1.07,1.09,1.14,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.02,0.09,0.07,5.76,,,18.60
ARC18,YLR370C,164.31,162.78,162.18,161.68,164.78,161.59,159.22,161.09,158.16,157.93,159.71,164.12,149.94,144.82,137.70,126.68,110.79,95.48,77.25,67.37,85.62,94.00,91.75,66.71,0.91,0.89,0.85,0.78,0.67,0.59,0.49,0.42,0.54,0.60,0.57,0.41,0.41,0.91,0.51,2.24,,,18.50
VPS28,YPL065W,23.21,23.51,23.94,24.20,25.25,23.87,21.96,19.53,18.31,17.41,16.90,16.65,1.94,1.91,1.82,1.59,1.07,0.86,1.03,1.40,1.87,1.88,1.55,0.69,0.08,0.08,0.08,0.07,0.04,0.04,0.05,0.07,0.10,0.11,0.09,0.04,0.04,0.11,0.07,2.99,,,18.40
EMP70,YLR083C,89.52,89.85,89.77,89.35,87.78,86.58,85.18,82.36,87.94,88.38,84.72,72.30,17.75,16.18,14.14,11.15,6.47,3.73,3.36,4.25,5.55,6.38,8.20,11.52,0.20,0.18,0.16,0.12,0.07,0.04,0.04,0.05,0.06,0.07,0.10,0.16,0.04,0.20,0.16,5.02,,,18.32
ALG12,YNR030W,27.61,27.23,26.75,26.24,25.34,25.09,25.20,26.34,26.00,26.09,26.55,27.86,10.65,10.90,11.17,11.57,12.16,12.17,12.00,11.39,10.15,10.01,10.52,12.03,0.39,0.40,0.42,0.44,0.48,0.48,0.48,0.43,0.39,0.38,0.40,0.43,0.38,0.48,0.10,1.26,,,18.26
SCS7,YMR272C,117.14,118.90,120.78,122.51,123.11,123.95,129.13,148.79,154.87,150.33,135.02,103.59,43.83,43.18,43.21,44.09,46.76,51.88,56.88,61.87,63.88,62.90,58.98,51.27,0.37,0.36,0.36,0.36,0.38,0.42,0.44,0.42,0.41,0.42,0.44,0.49,0.36,0.49,0.14,1.38,,,18.20
ADK1,YDR226W,1080.70,1080.51,1079.58,1077.76,1073.82,1069.12,1062.86,1052.92,1053.09,1059.71,1074.22,1099.26,1583.09,1503.79,1408.23,1283.78,1126.31,978.20,860.49,796.42,861.23,918.96,962.47,948.47,1.46,1.39,1.30,1.19,1.05,0.91,0.81,0.76,0.82,0.87,0.90,0.86,0.76,1.46,0.71,1.94,,,18.20
PAT1,YCR077C,65.89,65.09,64.25,63.41,62.62,61.71,61.17,61.94,62.48,61.90,60.19,56.32,51.93,52.28,52.42,52.29,51.40,49.93,47.94,44.86,39.44,33.88,28.97,25.72,0.79,0.80,0.82,0.82,0.82,0.81,0.78,0.72,0.63,0.55,0.48,0.46,0.46,0.82,0.37,1.81,,,18.20
YGR012W,YGR012W,26.36,26.03,25.53,24.86,23.82,22.91,21.92,20.62,20.08,19.93,20.41,21.83,29.93,29.94,30.37,31.34,33.30,36.13,41.58,46.24,44.31,41.62,38.20,34.79,1.14,1.15,1.19,1.26,1.40,1.58,1.90,2.24,2.21,2.09,1.87,1.59,1.14,2.24,1.11,1.98,,,18.20
NAM7,YMR080C,39.74,39.15,38.42,37.73,36.44,36.67,37.43,39.11,39.59,39.73,39.50,38.83,9.59,9.65,9.93,10.52,11.75,13.00,13.66,13.87,12.77,13.42,14.22,15.03,0.24,0.25,0.26,0.28,0.32,0.35,0.36,0.35,0.32,0.34,0.36,0.39,0.24,0.39,0.15,1.60,,,18.20
LAA1,YJL207C,9.14,8.96,8.73,8.50,8.05,8.12,8.26,8.44,8.11,7.81,7.44,7.13,1.88,1.89,1.90,1.94,2.00,2.03,2.13,2.21,2.20,2.33,2.69,3.41,0.21,0.21,0.22,0.23,0.25,0.25,0.26,0.26,0.27,0.30,0.36,0.48,0.21,0.48,0.27,2.33,,,18.20
MDL2,YPL270W,26.75,26.65,26.61,26.45,26.72,25.35,24.10,24.78,22.14,19.75,17.30,15.30,1.86,1.85,1.89,1.98,2.19,2.51,2.84,3.10,2.94,2.98,3.10,3.36,0.07,0.07,0.07,0.07,0.08,0.10,0.12,0.13,0.13,0.15,0.18,0.22,0.07,0.22,0.15,3.16,,,18.12
GON7,YJL184W,70.26,71.78,73.92,76.52,80.96,83.66,85.49,84.86,85.46,87.38,90.35,95.12,7.82,7.29,6.53,5.35,3.30,1.92,2.55,5.11,10.90,14.10,15.63,13.99,0.11,0.10,0.09,0.07,0.04,0.02,0.03,0.06,0.13,0.16,0.17,0.15,0.02,0.17,0.15,7.56,,,18.10
NPT1,YOR209C,175.75,178.21,180.70,184.04,186.66,194.08,200.17,199.38,208.08,211.34,209.30,197.91,226.45,231.21,235.01,238.52,239.48,231.27,222.90,214.33,213.70,219.23,229.22,244.31,1.29,1.30,1.30,1.30,1.28,1.19,1.11,1.07,1.03,1.04,1.10,1.23,1.03,1.30,0.27,1.27,,,18.07
CKA1,YIL035C,82.64,81.17,79.07,76.38,71.82,68.51,66.29,67.15,66.85,66.18,65.83,65.77,19.94,20.23,20.53,20.73,20.47,21.01,23.60,26.50,27.77,28.64,27.34,22.49,0.24,0.25,0.26,0.27,0.28,0.31,0.36,0.39,0.42,0.43,0.42,0.34,0.24,0.43,0.19,1.79,,,18.00
DUS3,YLR401C,52.38,51.93,50.87,49.38,45.88,44.57,43.18,40.46,41.03,41.60,42.77,44.32,27.88,28.32,28.77,29.24,29.75,30.02,28.53,26.54,24.95,24.65,25.75,28.98,0.53,0.55,0.57,0.59,0.65,0.67,0.66,0.66,0.61,0.59,0.60,0.65,0.53,0.67,0.14,1.27,,,18.00
TIF3,YPR163C,441.19,439.76,436.41,432.70,422.99,424.34,423.86,411.65,422.63,413.90,386.84,326.56,738.14,723.40,699.96,660.76,591.89,540.34,510.31,497.64,501.24,470.78,444.27,427.58,1.67,1.64,1.60,1.53,1.40,1.27,1.20,1.21,1.19,1.14,1.15,1.31,1.14,1.67,0.54,1.47,,,17.92
ECM33,YBR078W,738.90,735.35,728.89,722.57,705.01,710.28,718.53,730.81,732.81,726.71,712.14,688.48,531.20,491.35,438.39,362.28,248.96,166.10,128.37,121.99,172.74,172.43,150.68,92.56,0.72,0.67,0.60,0.50,0.35,0.23,0.18,0.17,0.24,0.24,0.21,0.13,0.13,0.72,0.58,5.35,,,17.80
PBS2,YJL128C,24.95,23.70,22.29,21.02,19.14,19.53,20.45,22.13,20.69,19.98,19.60,20.51,9.62,9.39,8.94,8.14,6.52,5.32,4.64,4.74,6.55,7.23,7.35,6.44,0.39,0.40,0.40,0.39,0.34,0.27,0.23,0.21,0.32,0.36,0.37,0.31,0.21,0.40,0.19,1.87,,,17.80
PIN4,YBL051C,47.58,47.48,47.21,46.75,45.85,44.81,43.86,43.53,43.53,44.18,45.86,49.10,16.02,15.60,14.95,13.96,12.28,10.31,10.48,11.67,14.32,14.68,14.03,11.76,0.34,0.33,0.32,0.30,0.27,0.23,0.24,0.27,0.33,0.33,0.31,0.24,0.23,0.34,0.11,1.46,,,17.80
EFT1,YOR133W,174.34,173.40,172.23,171.16,169.02,169.59,170.68,172.34,172.45,172.46,172.02,171.13,13535.54,13689.20,13957.02,14430.50,15349.96,15767.13,16119.02,16270.82,16062.95,16474.15,16842.93,17013.36,77.64,78.95,81.04,84.31,90.82,92.97,94.44,94.41,93.15,95.52,97.91,99.42,77.64,99.42,21.78,1.28,,,17.80
RPT3,YDR394W,108.10,105.97,104.11,102.87,102.93,103.90,104.44,103.76,99.99,97.37,94.66,92.74,120.21,118.91,117.00,113.91,108.33,106.35,105.66,104.49,98.73,95.70,100.52,119.40,1.11,1.12,1.12,1.11,1.05,1.02,1.01,1.01,0.99,0.98,1.06,1.29,0.98,1.29,0.30,1.31,,,17.65
IML2,YJL082W,40.15,40.70,41.50,42.29,44.02,43.36,43.24,46.65,46.80,44.17,38.69,28.91,24.80,26.14,27.93,30.64,34.83,37.70,37.93,37.11,36.21,37.32,38.30,38.90,0.62,0.64,0.67,0.72,0.79,0.87,0.88,0.80,0.77,0.84,0.99,1.35,0.62,1.35,0.73,2.18,,,17.60
BRE1,YDL074C,43.24,42.79,42.01,40.98,39.09,37.77,36.90,37.39,38.11,38.42,38.93,39.62,3.41,3.27,3.07,2.74,2.12,1.96,1.97,2.01,1.69,1.37,1.02,0.70,0.08,0.08,0.07,0.07,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.02,0.02,0.08,0.06,4.44,,,17.60
RAD27,YKL113C,33.95,34.10,34.18,34.27,34.01,34.59,35.13,35.22,35.42,35.61,35.89,36.55,14.43,15.14,15.86,16.76,17.95,17.59,16.44,14.63,12.97,11.96,11.42,11.56,0.43,0.44,0.46,0.49,0.53,0.51,0.47,0.42,0.37,0.34,0.32,0.32,0.32,0.53,0.21,1.67,,,17.48
